order_id,order_date,category,is_size_sensitive,price,discount_pct,customer_id,customer_past_orders,customer_past_return_rate,payment_method,region,delivery_days,days_to_purchase,returned
2029,2023-01-01 00:00:00+00:00,Apparel,1,166.37,0.10275299419157383,2636,1,0.15212469387152627,Prepaid,West,1,12,0
1831,2023-01-01 00:00:00+00:00,Apparel,1,404.91,0.529355808358613,3838,2,0.04129077383272784,Prepaid,West,3,0,1
4640,2023-01-01 00:00:00+00:00,Beauty,0,994.63,0.0,3683,2,0.40013624722506963,COD,South,3,0,0
449,2023-01-01 00:00:00+00:00,Apparel,1,592.08,0.0,3754,2,0.06866551034439654,Prepaid,South,12,2,0
2307,2023-01-01 00:00:00+00:00,Home,0,5051.04,0.11031489392947777,3744,1,0.26894632679383235,Prepaid,South,2,0,0
2309,2023-01-01 00:00:00+00:00,Apparel,1,335.87,0.0533118849168744,1574,2,0.014896153656972347,Prepaid,South,7,6,0
4561,2023-01-01 00:00:00+00:00,Apparel,1,1488.75,0.0,2574,3,0.017167301711933664,Prepaid,North,3,3,0
1742,2023-01-01 00:00:00+00:00,Apparel,1,2852.05,0.13726102227049283,3925,4,0.21417733445264556,Prepaid,West,9,4,0
3339,2023-01-01 00:00:00+00:00,Home,0,459.39,0.0,3409,4,0.04546475494318919,Prepaid,East,12,0,0
3299,2023-01-01 00:00:00+00:00,Beauty,0,1153.14,0.0,3775,1,0.0827915396993151,COD,West,13,2,0
2767,2023-01-01 00:00:00+00:00,Footwear,1,523.85,0.231619335764767,4102,1,0.2461568177088447,Prepaid,West,5,1,0
2960,2023-01-01 00:00:00+00:00,Footwear,1,443.86,0.0,2503,2,0.07226124059918976,Prepaid,North,11,2,0
1849,2023-01-01 00:00:00+00:00,Apparel,1,1722.91,0.0,2642,2,0.6248858049874548,COD,West,2,7,0
2765,2023-01-01 00:00:00+00:00,Footwear,1,1256.05,0.0,3049,1,0.024857518457298316,Prepaid,East,11,6,0
612,2023-01-01 00:00:00+00:00,Apparel,1,2962.07,0.1500179379067408,1280,2,0.11541900754176702,Prepaid,East,6,5,0
642,2023-01-01 00:00:00+00:00,Apparel,1,4317.44,0.0,3114,0,0.0,Prepaid,South,2,1,0
3822,2023-01-01 00:00:00+00:00,Apparel,1,2000.68,0.0,4493,2,0.30224394382435454,Prepaid,East,14,2,0
